Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       6/45          std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [136]
                0.00    0.00      39/45          Graph::contains(std::vector<int, std::allocator<int> >, int) [83]
[39]     0.0    0.00    0.00      45         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [39]
                0.00    0.00      90/192         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [15]
-----------------------------------------------
                0.00    0.00      43/43          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [42]
[40]     0.0    0.00    0.00      43         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [40]
-----------------------------------------------
                0.00    0.00      43/43          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [43]
[41]     0.0    0.00    0.00      43         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [41]
                0.00    0.00      43/75          __gnu_cxx::new_allocator<int>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00       1/43          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [216]
                0.00    0.00      42/43          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [33]
[42]     0.0    0.00    0.00      43         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [42]
                0.00    0.00      43/43          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [40]
-----------------------------------------------
                0.00    0.00       1/43          std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [212]
                0.00    0.00      42/43          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [35]
[43]     0.0    0.00    0.00      43         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [43]
                0.00    0.00      43/43          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [41]
-----------------------------------------------
                0.00    0.00       1/42          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [202]
                0.00    0.00       4/42          void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [160]
                0.00    0.00      12/42          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [106]
                0.00    0.00      25/42          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [80]
[44]     0.0    0.00    0.00      42         operator new(unsigned long, void*) [44]
-----------------------------------------------
                0.00    0.00      38/38          void std::_Destroy<int*>(int*, int*) [50]
[45]     0.0    0.00    0.00      38         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [45]
-----------------------------------------------
                0.00    0.00      38/38          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [48]
[46]     0.0    0.00    0.00      38         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [46]
                0.00    0.00      38/72          std::allocator<int>::~allocator() [25]
-----------------------------------------------
                0.00    0.00       5/38          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
                0.00    0.00      33/38          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
[47]     0.0    0.00    0.00      38         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [47]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::~vector() [49]
[48]     0.0    0.00    0.00      38         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [48]
                0.00    0.00      38/54          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [33]
                0.00    0.00      38/38          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [46]
-----------------------------------------------
                0.00    0.00       9/38          Graph::generateRandomGraph(int, int, int) [197]
                0.00    0.00      13/38          Graph::checkIfExist() [195]
                0.00    0.00      16/38          void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [92]
[49]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::~vector() [49]
                0.00    0.00      38/103         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00      38/38          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [51]
                0.00    0.00      38/38          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [48]
-----------------------------------------------
                0.00    0.00      38/38          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [51]
[50]     0.0    0.00    0.00      38         void std::_Destroy<int*>(int*, int*) [50]
                0.00    0.00      38/38          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [45]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::~vector() [49]
[51]     0.0    0.00    0.00      38         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [51]
                0.00    0.00      38/38          void std::_Destroy<int*>(int*, int*) [50]
-----------------------------------------------
                0.00    0.00      33/33          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [59]
[52]     0.0    0.00    0.00      33         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [52]
                0.00    0.00      33/33          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [57]
-----------------------------------------------
                0.00    0.00      33/33          int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [63]
[53]     0.0    0.00    0.00      33         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [53]
-----------------------------------------------
                0.00    0.00      33/33          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
[54]     0.0    0.00    0.00      33         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
                0.00    0.00      33/66          std::allocator<int>::allocator(std::allocator<int> const&) [27]
                0.00    0.00      33/38          std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [47]
-----------------------------------------------
                0.00    0.00      33/33          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
[55]     0.0    0.00    0.00      33         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
                0.00    0.00      33/49          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [35]
-----------------------------------------------
                0.00    0.00      33/33          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [59]
[56]     0.0    0.00    0.00      33         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
                0.00    0.00      33/33          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
                0.00    0.00      33/33          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
-----------------------------------------------
                0.00    0.00      33/33          __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [52]
[57]     0.0    0.00    0.00      33         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [57]
                0.00    0.00      33/66          std::allocator<int>::allocator(std::allocator<int> const&) [27]
-----------------------------------------------
                0.00    0.00      33/33          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [64]
[58]     0.0    0.00    0.00      33         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [58]
                0.00    0.00      33/33          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
-----------------------------------------------
                0.00    0.00       9/33          Graph::generateRandomGraph(int, int, int) [197]
                0.00    0.00      12/33          Graph::checkIfExist() [195]
                0.00    0.00      12/33          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [106]
[59]     0.0    0.00    0.00      33         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [59]
                0.00    0.00      33/65          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [31]
                0.00    0.00      33/33          __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [52]
                0.00    0.00      33/116         std::vector<int, std::allocator<int> >::size() const [18]
                0.00    0.00      33/33          std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
                0.00    0.00      33/72          std::allocator<int>::~allocator() [25]
                0.00    0.00      33/103         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00      33/46          std::vector<int, std::allocator<int> >::end() const [37]
                0.00    0.00      33/46          std::vector<int, std::allocator<int> >::begin() const [38]
                0.00    0.00      33/33          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [65]
-----------------------------------------------
                0.00    0.00      33/33          int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [61]
[60]     0.0    0.00    0.00      33         int* std::__niter_wrap<int*>(int* const&, int*) [60]
-----------------------------------------------
                0.00    0.00      33/33          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
[61]     0.0    0.00    0.00      33         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [61]
                0.00    0.00      66/66          int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [29]
                0.00    0.00      33/129         int* std::__niter_base<int*>(int*) [16]
                0.00    0.00      33/33          int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [62]
                0.00    0.00      33/33          int* std::__niter_wrap<int*>(int* const&, int*) [60]
-----------------------------------------------
                0.00    0.00      33/33          int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [61]
[62]     0.0    0.00    0.00      33         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [62]
                0.00    0.00      33/33          int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [63]
-----------------------------------------------
                0.00    0.00      33/33          int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [62]
[63]     0.0    0.00    0.00      33         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [63]
                0.00    0.00      33/33          int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [53]
-----------------------------------------------
                0.00    0.00      33/33          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [65]
[64]     0.0    0.00    0.00      33         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [64]
                0.00    0.00      33/33          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [58]
-----------------------------------------------
                0.00    0.00      33/33          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [59]
[65]     0.0    0.00    0.00      33         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [65]
                0.00    0.00      33/33          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [64]
-----------------------------------------------
                0.00    0.00       1/33          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [235]
                0.00    0.00      32/33          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [71]
[66]     0.0    0.00    0.00      33         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [66]
-----------------------------------------------
                0.00    0.00      33/33          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [58]
[67]     0.0    0.00    0.00      33         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67]
                0.00    0.00      66/66          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [28]
                0.00    0.00      33/33          int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [61]
-----------------------------------------------
                0.00    0.00      32/32          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [70]
[68]     0.0    0.00    0.00      32         __gnu_cxx::new_allocator<int>::max_size() const [68]
                0.00    0.00      32/75          __gnu_cxx::new_allocator<int>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [89]
[69]     0.0    0.00    0.00      32         std::vector<int, std::allocator<int> >::max_size() const [69]
                0.00    0.00      32/65          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [31]
                0.00    0.00      32/32          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [71]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [71]
[70]     0.0    0.00    0.00      32         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [70]
                0.00    0.00      32/32          __gnu_cxx::new_allocator<int>::max_size() const [68]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<int, std::allocator<int> >::max_size() const [69]
[71]     0.0    0.00    0.00      32         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [71]
                0.00    0.00      32/32          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [70]
                0.00    0.00      32/33          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [66]
-----------------------------------------------
                0.00    0.00      32/32          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
[72]     0.0    0.00    0.00      32         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [72]
                0.00    0.00      32/32          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [73]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [72]
[73]     0.0    0.00    0.00      32         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [73]
                0.00    0.00      32/32          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [75]
-----------------------------------------------
                0.00    0.00       4/32          std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [225]
                0.00    0.00      12/32          std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [167]
                0.00    0.00      16/32          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [144]
[74]     0.0    0.00    0.00      32         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [74]
-----------------------------------------------
                0.00    0.00      32/32          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [73]
[75]     0.0    0.00    0.00      32         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [75]
                0.00    0.00      96/129         int* std::__niter_base<int*>(int*) [16]
                0.00    0.00      32/32          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [76]
-----------------------------------------------
                0.00    0.00      32/32          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [75]
[76]     0.0    0.00    0.00      32         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [76]
-----------------------------------------------
                0.00    0.00      30/30          bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [93]
[77]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [77]
-----------------------------------------------
                0.00    0.00      12/28          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [142]
                0.00    0.00      16/28          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
[78]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [78]
                0.00    0.00      56/192         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [15]
-----------------------------------------------
                0.00    0.00       1/28          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [241]
                0.00    0.00       2/28          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [187]
                0.00    0.00      25/28          Graph::checkIfExist() [195]
[79]     0.0    0.00    0.00      28         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [79]
-----------------------------------------------
                0.00    0.00      25/25          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [81]
[80]     0.0    0.00    0.00      25         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [80]
                0.00    0.00      25/66          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [30]
                0.00    0.00      25/42          operator new(unsigned long, void*) [44]
-----------------------------------------------
                0.00    0.00       3/25          std::vector<int, std::allocator<int> >::push_back(int const&) [86]
                0.00    0.00       6/25          std::deque<int, std::allocator<int> >::push_back(int const&) [132]
                0.00    0.00      16/25          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
[81]     0.0    0.00    0.00      25         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [81]
                0.00    0.00      25/66          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [30]
                0.00    0.00      25/25          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [80]
-----------------------------------------------
                0.00    0.00       4/22          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [142]
                0.00    0.00      18/22          Graph::contains(std::vector<int, std::allocator<int> >, int) [83]
[82]     0.0    0.00    0.00      22         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [82]
-----------------------------------------------
                0.00    0.00       9/21          Graph::generateRandomGraph(int, int, int) [197]
                0.00    0.00      12/21          Graph::checkIfExist() [195]
[83]     0.0    0.00    0.00      21         Graph::contains(std::vector<int, std::allocator<int> >, int) [83]
                0.00    0.00      39/45          bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [39]
                0.00    0.00      33/49          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [34]
                0.00    0.00      21/49          std::vector<int, std::allocator<int> >::begin() [36]
                0.00    0.00      21/57          std::vector<int, std::allocator<int> >::end() [32]
                0.00    0.00      18/22          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [82]
-----------------------------------------------
                0.00    0.00      19/19          void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [85]
[84]     0.0    0.00    0.00      19         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [84]
-----------------------------------------------
                0.00    0.00       6/19          std::vector<int, std::allocator<int> >::pop_back() [137]
                0.00    0.00       6/19          std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [136]
                0.00    0.00       7/19          std::deque<int, std::allocator<int> >::pop_back() [114]
[85]     0.0    0.00    0.00      19         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [85]
                0.00    0.00      19/19          void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [84]
-----------------------------------------------
                0.00    0.00       7/19          Graph::findEulerianCycle() [196]
                0.00    0.00      12/19          Graph::generateRandomGraph(int, int, int) [197]
[86]     0.0    0.00    0.00      19         std::vector<int, std::allocator<int> >::push_back(int const&) [86]
                0.00    0.00      16/57          std::vector<int, std::allocator<int> >::end() [32]
                0.00    0.00      16/16          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [91]
                0.00    0.00       3/25          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [81]
-----------------------------------------------
                0.00    0.00       1/17          std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [215]
                0.00    0.00      16/17          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [89]
[87]     0.0    0.00    0.00      17         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [87]
-----------------------------------------------
